ID,Name,GUID,IsLive,EmployeesAreEmailable,BookingTeamEmail,BookingTeamEmailSecondary,ClientTerm,ProjectTerm,EmployeeVantageNoRequired,EmployeeNiNumberRequired,EmployeeNumberRequired,ShowAccommodation,ShowRechargeableToClient,ShowCapeCost,ShowReasonForTraining,ShowMealAllowance,ShowEmployeeExpenses,ShowProjectOnBooking,BookingAbbreviation,RequestFormType,SendTravelEmail,EmployeeWBSNumberRequired,EmployeePersonTypeRequired,ShowLeaversOnDashboard,ShowPreMobOnDashboard,SendRequestEmailsToBooker,ShowEmployeeMergeTool,TPCAccommodationTravelDeskOptions,TMSCompany,Hostname,CMSEnabled,ShowComplianceOnDashboard,ShowBudget,ResetPasswordTimeout,InitialPasswordTimeout,RecertReminderDaysOne,RecertReminderDaysTwo,RecertReminderDaysThree,ShowAbsences,CanBatchUpdateRequests,RecertEmails,SendSevenDayRecert,SevenDayRecertEmail,SendRequestEmailToManager,TeamTerm,ShowAge,ShowTCONumber,IsFixedNOKNumber,ShowMedicalCertificate,NINumberTerm,EmployeeNumberTerm,ShowCostCentre,ShowDelegateType,ShowReskin,AllowMandatoryCourseApprovals,ShowEmployeeReskin,AutoArchiveLeaver,ShowNOK,UseTopLevelCourseFiltering,TcmpCustomerId,ShowDOB,SendRecertEmailToEmployee,HealthStatusTerm,NewStarterPeriodLength,ShowComplianceReportSimplified,ShowWageReport,CanTAMakeRequests,ShowEventTracker,EventTrackerTitle,TransformTenantId,EnableAdminSso,EnableTASso,EnableEmployeeSso,ShowIsReimbursable,ReadOnlyEmployees,ShowEmployeeHelp,LeaverEmails,CheckNotOnRota,UseAdditionalAccommodationInfo,ShowMandatoryPreApproved,ShowJobRoleQualifiedPercentage,AutoCompleteTaskManagement,BusinessStreamTerm,ShowBusinessStream,ExternalReportURL,UseExternalReminderLink,UseGaps,ExternalBookingFormEnabled,GapReminderEmails,RecertReminderDaysFour,AllowDelegateBooking,ShowDeviationEnhancements,DeviationReminderRecipient,ShowRequestTimePending,UseConfiguredCancellationReasons,AllowCustomITPBookingTimes,DoNotCountNomination,CountNominationAs100,SendJIsFiveDaysBeforeEnabled,SendJIsFiveDaysBeforeRecipients,MandatoryPreApprovedSummaryEnabled,MandatoryPreApprovedSummaryRecipients,RemindersForAllCourses5DaysBeforeEnabled,RemindersForAllCourses5DaysBeforeRecipients,PendingRequestsReminder24HoursEnabled,PendingRequestsReminder24HoursRecipients,RequestsNotBookedReminder24HoursEnabled,RequestsNotBookedReminder24HoursRecipients,DeviationRecipientName,RequestForApprovalRecipients,DateChangeNotificationRecipients,BookingCancellationNotificationRecipients,PassedStatusChangedRecipients,NoShowAlertRecipients,RequestApprovedRecipients,RequestDeclinedRecipients,IndividualGapReminderRecipients,GroupGapReminderRecipients,NewJobRoleAssignedRecipients,EmployeeLockedOutRecipients,EmployeeNewlyAddedRecipients,EmployeesCouldNotBeMergedRecipients,ClientsAndProjectsAddedRecipients,DeviationApprovedRecipients,JoiningInstructionsRecipients,AccommodationRequiredRecipients,ThirdPartyCourseBookedRecipients,SyncCompleteRecipients,DateChangeRequestNotificationRecipients,CancellationRequestNotificationRecipients,EmployeeWelcomeEmailRecipients,EmployeePasswordResetRecipients,AbsenceForApprovalRecipients,MatrixCourseAddedRecipients,RecertsDaysFourRecipients,ShowAISResponsibilityOnMatrix,AccommodationRequiredFrom,CalcuateTrainingMatrix,ShowCourseHoursField,ShowSupplierAsAutoSuggest,CurrencySymbol,ShowClientProjectPowerBIOptions,ShowSimpleCreateTPBookingForm,CertsOverrideDeviations,ShowFinanceReport,AutomatedReportRecipients,RequestMessageTop,RequestMessageBottom,ShowSupplierOnEmployeeTPBookingForm,AllowNotBookableOnDashboard,ShowMatrixComplianceAllRequirementsReport,ResultsPerListing,DetailedEmailSignoff,UseWorkPlaceTMSInfo,UseSecondaryExternalID,ShowPrimaryJobRoleOnDelegateProfileByDefault,ShowCourseSupplierCodes,ShowLatestBookingsOnDashboard,ShowCoursesThisWeekOnDashboard,ShowReCertsOnDashboard,ShowNewStartersOnDashboard,ShowBookingsThisWeekOnDashboard,ExpenseCodeActive,ExpenseCodeName,EmployeeRequestLikeBooking,TopLevelCourseBookingRequestEmail,bookingMessage,DefaultThirdPartySupplier,NetworkNumberTerm,ShowEmployeeNumberOnBookings,ShowEmployeeNumberOnRequests,ShowProjectOnRequestForm,AutomatedReportRecipientsCC,NewStarterUseRegisteredDate,ShowEmploymentCompany,ShowContractingCompany,ShowCourseComplianceReport,DefaultPassword,ShowTrainingProvider,AutofillProjectCodeWithReimbursableCode,AutoArchiveExpired,SendToProjectEmail,UseMintraOrganizationUnitManagement,DelegateStatusChangedNotificationsEnabled,DelegateStatusChangedNotificationRecipients,AzureSignIn,AzureTenantId,EnableSAPJobRoleIDs,ManagedByExternalHR,SetNoShowsToBook,ShowCertExpiryDateOnMatrix,CertExpiryAmberDays,RecertReminderCCRecipient,FormBuilderTenantId,UseFormBuilderDeviationForm,FormBuilderDeviationFormId,WeeklyCourseStatusReportRecipients,MandatoryPrereqCheckbox,ShowCertAwardedDateOnMatrix,ShowEmployeeTrainingHistory,NewEmployeesReceiveEmails,CertificateExtractPageEnabled,AutoPopulateDelegateEmailOnCourseBookingForm,JoiningInstructionsDefaultRecipientEmail,AutoPopulateCMPPONumber,IsCertRelatedBookingMandatory,CertUploadReminder,CertUploadReminderEmail,SendExpiringCertificatesReport,SendExpiringCertificatesReportDate,OnlyPrimaryJobRoleOnMatrixComplianceReports,UseAlternativeFormBuilderDeviationNotification,UseExternalCourseID,UseSkillsVXCourse,SetFailedBookingsToBook,SetExpiredBookingsToBook,InternalSupplierTerm,InternalTPSbookingRecipients,InternalTPSbookingEmailNotificationEnabled,ShowProjectOnEmail
38,Saipem,5b18377e-4704-4cd6-a3d6-a048a3c2a2d7,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,SP,1,0,0,0,1,0,0,1,0,Saipem (Sonsub),saipem,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,8398b3ee-ae5c-4991-9e3c-6af9ae31cefb,1,1,NULL,30,0,0,1,0,Event Tracker,c74dd418-d47e-4ab0-4b9b-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,1,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
39,Bumi Armada,60decdba-c0f2-40a2-a7a5-c54379335a37,1,1,bumiarmada.training@ais-survivex.com,,Client,Project,0,0,0,0,0,0,0,0,0,0,BAUK,1,1,0,0,1,0,0,1,0,Survivex TMS - Bumi,bumiarmada,0,0,0,1,8,120,90,60,0,0,,1,bauk.training@bumiarmada.com,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,af9531f8-00ef-4ede-b4e8-f712552b67d9,1,1,,30,1,0,1,0,Event Tracker,cd4e2255-5cd1-4032-4b9c-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,1,bauk.training@bumiarmada.com,30,0,0,,0,0,1,0,0,1,,0,,1,bauk.training@bumiarmada.com,1,,1,,,bumiarmada.training@ais-survivex.com,"bauk.training@bumiarmada.com, bumiarmada.training@ais-survivex.com","bauk.training@bumiarmada.com, bumiarmada.training@ais-survivex.com",,bauk.training@bumiarmada.com,bumiarmada.training@ais-survivex.com,,,,,bauk.training@bumiarmada.com,,,,bauk.training@bumiarmada.com,"kraken.travel@bumiarmada.com, bauk.training@bumiarmada.com,bumiarmada.training@ais-survivex.com",,bumiarmada.training@ais-survivex.com,,bauk.training@bumiarmada.com,bauk.training@bumiarmada.com,bauk.training@bumiarmada.com,bauk.training@bumiarmada.com,bauk.training@bumiarmada.com,bauk.training@bumiarmada.com,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,1,5,0,1,0,0,0,0,0,1,1,0,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,1,NULL,1,0,0,1,0,0,,0,,0,0,0,1,90,,NULL,0,NULL,,1,0,1,1,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,1,1,1,0,0,0,0,0,AIS,,0,0
40,Bumi Armada (Archived),724ddd90-5fdf-4b9e-80bd-b20951673a53,0,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,BA,1,0,0,0,1,0,0,1,0,Bumi Armada,bumiarmada(archived),0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,NULL,30,0,0,1,0,Event Tracker,cd4e2255-5cd1-4032-4b9c-08d9267b60b7,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,NULL,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,NULL,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,1,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
41,Texo,87c3884a-20fe-4f7b-b225-74fcc78e20c9,0,0,texo@ais-survivex.com,texo@ais-survivex.com,Client,Project,0,0,0,0,0,0,0,0,0,0,BA,1,0,0,0,1,0,0,1,0,Texo Aberdeen,texo,1,0,0,1,8,120,90,60,0,0,,0,,0,Team for CMS link,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,0,,30,1,0,1,0,Event Tracker,1d8432d7-405e-4e88-2ad1-08d94a9eb0fe,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,1,20,0,1,0,1,0,1,0,1,1,1,0,Expense Code,0,,,823,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,Texo,,0,0
42,Drilling Systems,9bec6540-c364-41fe-a708-aad1921535cb,1,0,,,Client,Project,0,0,0,0,0,0,0,0,0,0,BA,1,0,0,0,1,0,0,1,0,Drilling Systems,drillingsystems,0,0,0,1,8,120,90,60,0,0,,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,0,0,1,0,Event Tracker,95f6b75f-4fc7-4904-9405-08d8c8f98c1c,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,1,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,1119,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
43,QISC,a73da056-ec4d-4c30-be5b-fc1359559b6f,1,0,,,Client,Project,0,0,0,0,0,0,0,0,0,0,QI,1,0,0,0,1,0,0,1,0,QISC,qisc,0,0,0,1,8,120,90,60,0,0,,0,,0,Team,0,0,0,0,Passport Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,0,0,1,0,Event Tracker,079698ed-6e05-4ecc-2ad3-08d94a9eb0fe,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,1119,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
44,TechnipFMC,be13442d-7379-4918-9f17-8e6c77464281,1,0,TechnipFMC@ais-survivex.com,TechnipFMC@ais-survivex.com,Company,Department,0,0,0,0,0,0,0,0,0,0,TF,1,0,0,0,1,0,0,1,0,Technip FMC - TMS,technipfmc,0,0,0,1,8,120,90,60,0,0,TechnipFMC@ais-survivex.com,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,0,0,1,0,Event Tracker,f8dccbd0-0d80-4edc-7648-08d9871a1311,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,1119,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,1,0,1,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,TechnipFMC,,0,0
45,StorkUK,c66a3206-6648-4ee0-a997-ed41598dd639,1,1,"stork@ais-survivex.com ",,Client,Project,0,0,0,1,0,0,0,0,0,0,SUK,1,1,0,0,1,0,0,1,1,Stork (TMS),storkuk,0,0,0,1,8,120,90,60,0,0,,1,"stork@ais-survivex.com ",0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,0,,30,1,0,1,0,Event Tracker,0c3877d1-d0a8-4b52-9ac9-08d9e4a8b8ce,0,0,0,1,0,0,stork@ais-survivex.com,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,"stork@ais-survivex.com ",1,,1,"stork@ais-survivex.com ",0,,1,"stork@ais-survivex.com ",,,"stork@ais-survivex.com ","stork@ais-survivex.com ","stork@ais-survivex.com ","stork@ais-survivex.com ",,,,,,,"stork@ais-survivex.com ",,"stork@ais-survivex.com ",,"stork@ais-survivex.com ","stork@ais-survivex.com ",,,"stork@ais-survivex.com ","stork@ais-survivex.com ",,,,,,0,trainingaberdeen@stork.com,1,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,1119,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,stork@ais-survivex.com,0,,0,0,0,0,90,stork@ais-survivex.com,NULL,0,NULL,"Marc.Wood@Stork.com,Vicky.Moir@Stork.com",0,0,0,0,1,1,,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,Stork UK,,0,0
46,Stork America,d374de2e-ab7b-4bca-86e9-c44f88a91714,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,SA,1,0,0,0,1,0,0,1,0,Stork America,storkamerica,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,NULL,30,0,0,1,0,Event Tracker,f787540b-7b76-4500-9aca-08d9e4a8b8ce,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,NULL,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,,0,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,1,thirdpartycerts@aisgroup.co.uk,0,1,0,0,0,0,0,0,AIS,,0,0
47,JDR,fd934441-4546-4017-8a1e-3f91139caa45,1,1,ais.training@jdrcables.com,jdrcables@ais-survivex.com,Client,Project,0,0,0,0,0,0,0,0,0,0,JDR,1,0,0,0,1,0,0,1,0,JDR (TMS),jdr,0,0,0,1,8,0,90,60,0,0,,1,"ais.training@jdrcables.com,jdrcables@ais-survivex.com",0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,0,0,1,0,Event Tracker,a09f4d8f-c008-4cf9-9acf-08d9e4a8b8ce,0,0,0,1,0,0,"jdrcables@ais-survivex.com, ais.training@jdrcables.com",0,0,0,0,0,Business Stream,0,,0,1,0,N/A,30,0,0,,0,0,1,0,0,0,,0,,0,,0,,0,,,,"ais.training@jdrcables.com,jdrcables@ais-survivex.com","ais.training@jdrcables.com,jdrcables@ais-survivex.com",,ais.training@jdrcables.com,jdrcables@ais-survivex.com,,,,ais.training@jdrcables.com,,ais.training@jdrcables.com,,ais.training@jdrcables.com,,"ais.training@jdrcables.com,jdrcables@ais-survivex.com",,ais.training@jdrcables.com,,"ais.training@jdrcables.com,jdrcables@ais-survivex.com","ais.training@jdrcables.com,jdrcables@ais-survivex.com",,,,,N/A,0,,1,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,0,1,1,1,0,Expense Code,0,,,1518,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,1,0,0,0,,0,,0,0,0,0,90,"jdrcables@ais-survivex.com, ais.training@jdrcables.com",NULL,0,NULL,N/A,0,0,0,0,0,1,,0,1,0,,0,1,0,0,0,0,0,0,JDR,,0,0
48,Opal,e8d1c27d-c333-4d0a-8d2f-ab1202ca5bc8,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,1,0,0,0,0,0,0,0,0,OP,1,0,0,0,1,0,0,1,0,Opal (TMS),opal,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,National ID Number,Candidate ID,0,0,0,1,0,0,1,0,NULL,1,1,,30,1,0,1,0,Event Tracker,ce1b66a7-bfde-40a9-42ff-08da83abed01,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,1,0,0,1,1,1,1,1,0,Expense Code,0,,,1119,Network Number,0,0,0,NULL,1,1,0,0,NULL,1,0,0,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,0,NULL,0,1,0,0,0,0,0,0,AIS,,0,0
49,Advance Global Recruitment,fe1a65fe-3c8f-4857-9402-87f763e1af23,1,1,booking@agrl.co.uk,argtraining@ais-survivex.com,Client,Project,0,0,0,0,0,0,0,0,0,0,AGR,1,0,0,0,1,0,0,1,0,Advance Global Recruitment (AGR) - TMS,agr,0,0,0,1,8,120,90,60,0,0,booking@agrl.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,0,0,1,0,Event Tracker,3f9d5055-3f87-4e7e-42fe-08da83abed01,0,0,0,1,0,0,Booking@agrl.co.uk; agrtraining@ais-survivex.com,0,0,0,0,0,Business Stream,0,,0,1,0,Booking@agrl.co.uk,30,0,0,,0,0,1,0,0,1,booking@agrl.co.uk,1,,1,,1,booking@agrl.co.uk,1,booking@agrl.co.uk,,"booking@agrl.co.uk,argtraining@ais-survivex.com",,"booking@agrl.co.uk,argtraining@ais-survivex.com",,"booking@agrl.co.uk,argtraining@ais-survivex.com","booking@agrl.co.uk,argtraining@ais-survivex.com","booking@agrl.co.uk,argtraining@ais-survivex.com",,,booking@agrl.co.uk,booking@agrl.co.uk,,,booking@agrl.co.uk,,booking@agrl.co.uk,,booking@agrl.co.uk,,"booking@agrl.co.uk,argtraining@ais-survivex.com","booking@agrl.co.uk,argtraining@ais-survivex.com",,,,booking@agrl.co.uk,Booking@agrl.co.uk,0,,1,1,0,£,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,0,0,1,1,0,0,Expense Code,0,,,1119,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,agrtraining@ais-survivex.com,0,,0,0,0,0,90,,NULL,0,NULL,danielle.wood@agrl.co.uk,0,0,0,0,0,1,,0,1,0,Booking@agrl.co.uk,1,1,0,0,0,0,0,0,AIS,,0,0
50,Euro Mechanical,ff165951-72ee-46cb-83fa-16dd82bbee85,1,1,siyad.kinattingal@euromechanical.com,,Client,Project,0,0,1,0,0,0,0,0,0,0,EM,1,0,0,0,0,0,0,1,0,Euro Mechanical TMS,euromechanical,0,0,0,1,8,120,90,60,1,0,siyad.kinattingal@euromechanical.com,0,,0,Team,0,0,0,0,Employee Number,Emirates ID Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,1,0,1,0,Event Tracker,d4f3d1e7-5f20-412a-4300-08da83abed01,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,0,,0,,1,,0,,0,,,,siyad.kinattingal@euromechanical.com,siyad.kinattingal@euromechanical.com,,,,,,,siyad.kinattingal@euromechanical.com,,siyad.kinattingal@euromechanical.com,,,,,,,,,siyad.kinattingal@euromechanical.com,,,,,,0,,1,1,0,,0,1,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,0,1,1,1,0,Expense Code,0,,,1518,Network Number,0,0,0,NULL,1,0,0,1,NULL,1,0,1,0,0,0,,0,,0,0,0,1,90,siyad.kinattingal@euromechanical.com,NULL,0,NULL,siyad.kinattingal@euromechanical.com,0,1,0,0,0,1,,0,1,0,,1,1,0,0,0,0,0,0,AIS,,1,0
51,ABC,f7a3e308-80a4-4acd-8986-5eedc9e1d25a,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,ABC,1,0,0,0,1,0,0,1,0,ABC (TMS),abc,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,NULL,30,0,0,1,0,Event Tracker,NULL,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,NULL,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,,0,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,0,NULL,0,1,0,0,0,0,0,0,AIS,,0,0
52,Muehlhan,0f1093ab-28d4-4434-af4b-981c3a192de1,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,MEU,1,0,0,0,1,0,0,1,0,Muehlhan Wind TMS,muehlhan,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,NULL,30,0,0,1,0,Event Tracker,NULL,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,NULL,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,,0,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,0,NULL,0,1,0,0,0,0,0,0,AIS,,0,0
53,Eastgate Engineering,1a2e3546-16a4-49fd-b06f-43c6745649b8,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,EENG,1,0,0,0,1,0,0,1,0,Eastgate Engineering TMS,eastgateengineering,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,,30,0,0,1,0,Event Tracker,NULL,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,5,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,,,0,Network Number,0,0,0,NULL,1,1,0,0,NULL,1,0,0,0,0,0,,0,,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,0,NULL,0,1,0,0,0,0,0,0,AIS,,0,0
54,Correll,217fc89a-58c0-455c-8c90-b3910e9faf8c,1,0,tms@aisgroup.co.uk,tms@aisgroup.co.uk,Client,Project,0,0,0,0,0,0,0,0,0,0,COR,1,0,0,0,1,0,0,1,0,Correll Services TMS,correll,0,0,0,1,8,120,90,60,0,0,tms@aisgroup.co.uk,0,,0,Team,0,0,0,0,NI Number,Employee Number,0,0,0,0,0,0,1,0,NULL,1,1,NULL,30,0,0,1,0,Event Tracker,NULL,0,0,0,1,0,0,,0,0,0,0,0,Business Stream,0,NULL,0,1,0,,30,0,0,,0,0,1,0,0,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,?,0,0,0,0,NULL,NULL,NULL,1,0,0,NULL,0,1,0,0,0,1,1,1,1,1,0,Expense Code,0,NULL,,0,Network Number,0,0,0,NULL,1,0,0,0,NULL,1,0,0,0,0,0,,0,NULL,0,0,0,0,90,,NULL,0,NULL,,0,0,0,0,0,1,NULL,0,1,0,NULL,0,1,0,0,0,0,0,0,AIS,,0,0
